L,R,F,M,C
1462,188,8,11557,0.7431634509999999
1260,159,11,11500,0.74684087
1603,319,9,14683,0.584921338
1933,64,9,10702,0.802498598
2498,3,10,11016,0.779530683
828,597,6,9645,0.890331778
901,7,10,14991,0.572819025
902,30,10,15937,0.538728744
812,409,7,10261,0.836721567
919,367,10,12520,0.685646965
418,33,14,15296,0.5611905070000001
524,148,7,11466,0.7485714290000001
1427,151,8,15029,0.5710453120000001
3220,57,15,11931,0.7192925990000001
1314,1,14,11688,0.734198323
2517,21,8,10068,0.852333135
484,6,10,11921,0.719760926
2475,43,11,10800,0.794405556
1852,307,13,10532,0.8146031140000001
387,23,5,10066,0.8522640570000001
1930,174,10,12767,0.671787421
1221,17,8,10884,0.787960309
1412,170,10,19670,0.436
827,400,12,15346,0.558842695
833,171,8,10373,0.826713583
2265,46,4,11524,0.7440905940000001
1572,4,12,13582,0.631292151
1855,193,9,10461,0.819601377
2176,64,12,9947,0.8619362620000001
1545,4,11,12023,0.7130375109999999
2448,270,14,9370,0.9148057629999999
750,360,9,12316,0.695956479
2376,26,10,14349,0.597334309
1948,165,11,10455,0.8197924440000001
2787,40,9,12501,0.685612351
626,62,11,10125,0.8464592590000001
370,132,5,13037,0.657385902
2138,18,11,14984,0.571831954
1950,100,8,9940,0.8619959759999999
451,114,6,10779,0.794860377
1030,555,8,10491,0.8166428370000001
3174,334,5,10208,0.83924373
446,94,14,10856,0.7891295140000001
2556,133,9,10481,0.817342811
1375,99,13,14010,0.6113640260000001
1585,18,15,11541,0.742142795
1082,5,10,9330,0.9179999999999999
416,72,6,13340,0.642014993
959,47,4,6730,1.272485884
438,330,6,10394,0.8238839720000001
2398,306,8,11195,0.7647789190000001
692,313,9,15099,0.567034241
1194,107,11,13797,0.620532725
800,558,3,9520,0.899264706
2000,68,9,11837,0.723228014
3255,4,6,9599,0.8918199809999999
493,140,10,14560,0.587925137
2123,148,7,15433,0.554663384
1495,104,11,10949,0.7818156909999999
1562,77,14,11487,0.745171933
2075,309,8,12545,0.682196094
2325,117,8,11090,0.771695221
873,61,7,10864,0.787720913
1230,27,10,11699,0.73145568
3089,3,13,9729,0.8794048720000001
1578,559,8,10530,0.812421652
1805,68,5,12058,0.709364737
929,6,11,13047,0.655514678
1170,211,6,9796,0.8728848509999999
599,10,12,11862,0.7208489290000001
3079,11,14,13759,0.621425976
1840,61,6,15651,0.546287138
1480,8,11,19014,0.44964815399999997
1984,3,12,16256,0.525896284
2826,4,11,16502,0.518035996
1385,17,12,9977,0.856749524
2057,372,4,11780,0.725606961
1601,160,9,10180,0.839642436
704,120,14,11214,0.7621428570000001
2873,11,6,15398,0.554959735
1456,319,8,11496,0.743258525
1253,262,9,11519,0.741770987
622,95,9,13580,0.6291354929999999
812,265,11,13848,0.616859474
424,69,12,15050,0.567580066
391,47,13,17004,0.502307692
2318,124,10,15393,0.554846359
694,25,9,11042,0.7734776309999999
2124,56,6,12965,0.658752025
451,28,10,12411,0.688156474
2265,18,15,16765,0.50943215
1551,69,10,17843,0.47865269299999996
376,135,4,5836,1.4633276219999998
872,80,6,12194,0.700336231
783,175,13,13823,0.617776894
1077,112,11,11475,0.744182135
423,30,18,10397,0.821246513
1845,498,8,12075,0.70699793
2352,11,15,12917,0.660884106
3082,89,9,21912,0.38956964200000005
1390,173,10,15986,0.533879645
3269,114,12,12046,0.7084401459999999
1663,216,8,13459,0.6340575079999999
846,9,7,11329,0.753253597
2814,243,5,8035,1.0620037340000001
1330,252,11,13001,0.6563479729999999
2505,91,11,15453,0.552167864
2084,12,10,15840,0.53867298
2476,109,8,12235,0.6973641190000001
2738,219,12,11725,0.7276639659999999
629,157,14,11574,0.73715483
622,56,8,10872,0.7846964679999999
2569,264,6,10484,0.813695155
656,280,10,14898,0.572589609
750,12,4,5895,1.446885496
2790,41,7,15527,0.549304437
3184,26,6,10026,0.850635348
1408,170,9,11552,0.738201177
1050,215,10,13414,0.635727598
406,11,11,13996,0.60927122
1183,232,10,14377,0.593102177
2424,26,7,11753,0.7255194420000001
1398,105,6,10671,0.799008528
1419,130,12,14514,0.5874266229999999
2825,201,7,7725,1.103629773
1200,432,6,6936,1.229137832
471,60,13,17785,0.479283666
654,363,7,12497,0.6820877009999999
1390,19,9,12676,0.672422689
908,576,9,10526,0.8096237890000001
859,108,11,11106,0.7673401759999999
2121,70,12,11640,0.7321219929999999
653,12,6,10491,0.812257173
1154,37,6,10337,0.82432137
721,252,9,9547,0.892500262
2028,64,7,10083,0.845007438
1574,317,9,15927,0.534928109
1611,162,7,11073,0.7692684909999999
717,31,13,12490,0.681983187
780,222,11,12667,0.6724125679999999
2362,70,6,10563,0.8063353209999999
2682,60,7,13769,0.618571429
368,18,8,13304,0.640159351
943,39,11,9766,0.872026418
2043,152,9,12101,0.7037567140000001
983,249,9,9002,0.945947567
1237,43,6,12804,0.665
1214,6,12,11130,0.764957772
471,168,8,11559,0.7364391379999999
1641,408,7,10553,0.8066189709999999
1545,29,6,12323,0.690715735
506,25,8,10217,0.833065479
460,95,7,11596,0.733984995
738,26,12,12049,0.7063573740000001
2109,8,4,7090,1.200338505
1921,109,5,12217,0.6965556190000001
1555,5,8,12101,0.703224527
1290,94,7,10919,0.7793451779999999
2814,138,8,10140,0.839199211
742,34,10,10959,0.7764668309999999
781,91,4,12198,0.697590589
955,306,10,15517,0.548366308
843,3,7,10150,0.8383162559999999
473,15,13,11444,0.743497029
1608,7,5,7758,1.09667569
1651,148,6,15940,0.533748432
839,126,13,11163,0.7621535429999999
1710,343,14,10094,0.8428571429999999
1713,183,7,10131,0.839750271
1154,100,5,10411,0.817073288
840,82,15,11011,0.7725247479999999
2375,156,10,9901,0.859121301
598,322,20,17467,0.486966852
964,280,8,11110,0.76560036
993,344,4,10827,0.785600813
1694,307,5,6149,1.382989104
3088,167,14,9322,0.9122398629999999
2583,508,7,10569,0.804584161
2792,120,16,9923,0.8569616040000001
1988,11,9,14311,0.594166725
2723,491,8,17225,0.493640058
1141,170,6,12129,0.701037184
1915,451,10,18303,0.46453859999999997
1580,144,13,15090,0.563410868
3181,284,9,13809,0.615673836
376,9,10,13314,0.638557158
1572,4,8,10548,0.80600493
544,154,9,18220,0.466596048
3163,74,14,10716,0.793281075
2147,402,5,6661,1.276189761
1286,34,10,16333,0.520451234
2199,98,9,11716,0.7254788320000001
548,152,11,10631,0.7995127459999999
2167,504,9,14199,0.5985668000000001
943,285,10,9700,0.876172165
2056,130,10,13166,0.645491417
2601,184,5,10940,0.776781536
685,9,14,10544,0.8059503029999999
1188,2,12,13409,0.633740025
1204,63,8,10944,0.7764309209999999
2582,78,7,13721,0.619268275
1594,11,10,12037,0.7059018029999999
2041,110,9,11254,0.75501244
1978,31,13,14668,0.5792555220000001
433,35,12,12138,0.699892898
1706,13,5,9140,0.9293358859999999
748,245,8,10628,0.799176703
1691,188,13,12514,0.678719834
389,247,6,9376,0.905791382
2227,141,9,14210,0.5976108370000001
651,39,12,10320,0.8228207359999999
782,265,6,10827,0.784273575
1688,369,7,11067,0.7672314090000001
1630,155,5,10540,0.80555408
2556,47,10,11441,0.742103837
1650,58,8,10134,0.837728439
425,16,7,12182,0.696862584
2272,223,10,11376,0.746198136
1774,70,11,10192,0.832853218
2049,42,13,8970,0.946153846
2014,231,10,10003,0.84836649
1333,74,8,10779,0.7871370259999999
2533,196,10,12688,0.668680643
453,156,11,11609,0.730771815
1328,118,6,14705,0.5767147229999999
514,401,3,9333,0.908646737
2214,119,10,12886,0.657955921
704,377,6,10789,0.785809621
1688,37,10,12874,0.658532702
522,13,12,11864,0.7144613959999999
1077,86,9,11448,0.74033543
3349,58,12,12351,0.686208404
588,220,10,12860,0.659
2709,4,9,11694,0.724694715
2284,228,8,10735,0.789298556
1811,109,8,11492,0.737271145
1540,94,12,13861,0.611222855
1733,203,7,12248,0.691709667
1688,11,12,10955,0.7732806940000001
1208,128,6,8726,0.97072771
454,44,12,12527,0.676155504
1705,139,8,11936,0.7095727209999999
812,5,7,10096,0.838822306
2828,95,4,8646,0.979412445
2712,331,11,12475,0.678789579
2756,74,10,16706,0.5068334729999999
529,64,7,9428,0.897899873
2439,281,7,11362,0.7450607290000001
597,51,14,12362,0.684768646
1616,397,12,13979,0.605501109
880,164,7,10739,0.788121799
1280,73,5,10225,0.827726161
493,296,6,13504,0.626669876
2082,561,4,6000,1.410333333
440,92,6,14077,0.601109611
2316,109,7,13397,0.631613794
725,248,7,13785,0.613828799
2153,39,7,11712,0.722467555
857,81,10,8901,0.9506268959999999
2397,79,12,11498,0.7358792829999999
599,38,10,15614,0.541886128
717,313,5,8461,1.0
2920,7,12,15413,0.548821774
1965,588,4,10572,0.8
371,109,8,8570,0.986876313
491,65,10,13157,0.64279091
3119,100,7,14512,0.582760474
1408,104,10,15424,0.548221603
1201,200,7,14201,0.595418632
1958,179,9,9488,0.891109823
2902,29,8,10885,0.7766844279999999
1173,3,11,16473,0.513190069
709,257,8,11565,0.7309641159999999
487,144,8,10255,0.824339347
913,191,4,8308,1.0175
3009,73,8,15057,0.561396028
500,2,8,13899,0.608156702
2335,43,5,11696,0.7227026329999999
1675,5,13,9612,0.879371619
2494,116,12,12694,0.665859461
952,156,5,11113,0.760568703
2382,52,9,17025,0.496432305
1731,15,14,14644,0.577142857
2913,112,15,16675,0.5068443779999999
1090,10,10,13447,0.628494832
660,177,7,10778,0.784106513
1267,311,7,11979,0.705472076
371,93,3,10969,0.770298113
2575,151,10,11096,0.761369863
1151,196,13,11211,0.7535340290000001
1853,263,10,12356,0.683689705
898,5,10,15467,0.546140169
1051,190,7,19789,0.42683561600000003
836,277,8,10024,0.842638667
528,112,10,12388,0.6818090090000001
1113,16,9,10994,0.768217209
590,56,8,13024,0.648456695
519,84,10,11632,0.726027338
879,114,10,12208,0.6916751309999999
715,516,5,11683,0.7227210479999999
1073,23,9,8951,0.943283432
996,45,12,12940,0.652358578
1664,363,15,14409,0.585835242
426,85,7,12591,0.670419347
1103,118,10,11001,0.767310245
2464,14,8,12800,0.659401563
1218,121,4,11246,0.7505139609999999
2615,113,7,20958,0.40271590799999996
393,133,8,11613,0.726765694
976,309,9,13378,0.630879055
654,391,7,13467,0.626706022
531,211,7,15870,0.531806553
380,30,5,11530,0.7319687770000001
1446,69,7,10961,0.76994526
2334,12,4,15344,0.55
1389,142,11,9836,0.8579198859999999
3176,102,11,13043,0.646974622
1740,148,5,18878,0.44696048299999996
1236,242,14,10669,0.790849189
715,320,9,14992,0.562803495
903,461,5,10771,0.783320954
1069,175,5,11844,0.7123497129999999
1291,233,10,12926,0.652643509
1357,382,7,8826,0.955767052
554,223,9,10917,0.7726307590000001
463,101,3,12116,0.696169528
1715,96,11,11214,0.752156233
675,7,5,12173,0.692898217
614,161,9,13809,0.61075965
938,144,10,10092,0.8356866829999999
1628,106,11,11670,0.722667524
2098,227,12,12677,0.665220478
2799,433,4,8208,1.027308723
740,11,11,11716,0.7196935809999999
1860,159,6,13433,0.6276818279999999
718,212,12,11060,0.762349005
2086,43,8,11033,0.764205565
759,323,11,13596,0.620053692
2453,89,16,15729,0.5359628710000001
2458,192,7,12015,0.7015830209999999
1810,149,8,9916,0.850064542
2300,372,5,12841,0.656288451
548,264,6,9505,0.886586007
777,6,6,11373,0.740952255
1563,50,9,12526,0.6727231359999999
1395,5,9,13311,0.6330456010000001
1733,115,11,12083,0.69732434
377,26,11,7590,1.11
820,3,5,6565,1.283249048
919,341,7,9895,0.851369378
2528,52,7,12286,0.685666612
1854,65,8,10767,0.7823674190000001
2191,12,10,10520,0.800634981
2029,36,8,13410,0.628029828
2141,13,10,13996,0.601729065
1607,181,12,19126,0.44032625700000005
2203,278,11,12096,0.696218585
2655,123,8,13739,0.6129434460000001
2193,173,12,15022,0.560552523
1021,24,8,5919,1.422486907
2010,208,14,11986,0.70244869
973,224,5,8485,0.992263995
479,98,14,9660,0.8714285709999999
2864,429,5,8416,1.0
2481,16,16,12045,0.698709008
2633,183,4,5727,1.4692771080000002
650,171,4,11606,0.724993969
569,78,4,10223,0.822980534
2945,183,6,10625,0.791797647
1807,12,15,13003,0.646917634
1155,188,5,13848,0.607425621
846,4,9,11752,0.7157403
447,60,12,10648,0.7898948159999999
638,30,7,22060,0.38126473299999997
3046,32,7,14361,0.5856611660000001
2154,484,12,9640,0.872448133
3094,92,9,15015,0.560055278
1086,94,11,16441,0.511444559
2350,99,9,10589,0.79402021
2434,24,10,17020,0.494
1577,192,11,14228,0.590931262
1411,113,16,12187,0.6898892259999999
783,227,11,12196,0.689357166
1354,61,11,11620,0.7235232359999999
1416,21,14,11724,0.717082054
1875,160,13,11458,0.7336734159999999
1424,87,18,12341,0.681162791
1369,451,9,8695,0.966785509
689,100,11,12259,0.685639938
2677,153,7,11563,0.72686673
599,252,9,11569,0.726459504
1448,246,15,18042,0.46577208700000006
1601,19,14,9846,0.8534328659999999
1269,48,8,18293,0.459345651
2151,4,11,14781,0.568475069
1690,81,15,12535,0.670307938
2517,4,6,9346,0.899013482
2184,11,7,10738,0.782434345
944,34,14,14502,0.579335264
1027,75,10,11352,0.74006871
2717,175,12,11278,0.7449042379999999
2324,39,6,11233,0.747882133
2186,153,9,12956,0.648402285
831,57,6,8681,0.96770303
823,25,12,12571,0.668230849
1269,21,8,11688,0.7186601640000001
933,206,12,13432,0.625331298
1856,27,8,15115,0.5556870660000001
980,119,11,9355,0.897785142
3139,218,7,8246,1.01849139
546,41,6,6137,1.3684683069999999
1256,62,10,14355,0.585031696
2155,255,9,12083,0.695033518
2629,33,9,12374,0.678688379
429,30,10,10871,0.772516788
1272,379,16,12085,0.69489036
3095,115,11,10913,0.769471273
1432,22,10,11771,0.713359952
383,287,8,16310,0.514806867
536,272,8,10739,0.781813949
710,254,8,10258,0.818342757
440,50,8,9240,0.90842316
2202,130,8,9259,0.906497462
3114,67,8,10748,0.7808578340000001
485,190,6,11651,0.7203364520000001
3005,60,14,14954,0.561193661
1087,343,13,10166,0.825486917
2256,158,6,8486,0.9888663679999999
812,34,8,9756,0.860130176
1233,18,9,12516,0.670419463
464,76,10,14328,0.585607203
2062,264,11,10741,0.7811516620000001
2863,219,11,11352,0.7388927059999999
461,18,9,10447,0.8028247340000001
1970,282,7,15284,0.548744439
2890,226,8,16399,0.511408622
2342,40,9,12635,0.663679462
682,598,7,13532,0.619634939
581,490,6,12747,0.6576998510000001
857,195,8,10989,0.7629010829999999
1578,67,5,12378,0.6772871220000001
1616,84,11,11143,0.7523386879999999
1068,50,7,11288,0.742625797
1257,164,9,10688,0.784299214
734,90,16,9007,0.930660597
2463,10,5,6530,1.2836554359999999
443,88,7,10784,0.777259829
388,127,11,12504,0.6703063020000001
706,59,8,15156,0.5529961729999999
627,25,7,10777,0.777679317
945,25,13,11148,0.751751884
931,196,10,12068,0.6944356979999999
2628,36,8,11884,0.705084147
1999,548,4,11172,0.75
511,59,8,12296,0.681419161
1092,309,10,8912,0.94008079
1715,191,8,10194,0.821806945
681,107,8,9796,0.855169457
3140,102,10,12531,0.668518873
1646,110,5,7052,1.187828985
2511,73,4,7833,1.069379548
3054,138,11,11686,0.716694335
1004,570,7,9620,0.870602911
1660,202,10,10903,0.76814363
413,411,2,10274,0.815018493
2531,106,17,11807,0.7091691370000001
866,118,6,18110,0.46233683
429,100,8,10004,0.8369352259999999
2748,11,10,14143,0.591994626
3270,134,7,11917,0.702475455
1014,194,7,10130,0.826258638
757,202,10,10983,0.762025858
2657,29,13,16971,0.493150669
682,203,8,12965,0.645518704
3053,62,6,14054,0.5954632129999999
2481,17,17,11993,0.697728675
1230,8,7,11727,0.713553338
987,45,8,9133,0.916183072
373,18,9,14503,0.576927532
1099,154,11,11399,0.734006492
2115,24,6,12426,0.673326895
1236,191,11,14418,0.58028298
1346,52,11,12077,0.6927639309999999
1020,60,4,10148,0.8244294440000001
1244,177,9,12709,0.658219372
2158,264,6,11848,0.7060229570000001
2708,1,12,11009,0.7598246890000001
724,224,10,14251,0.586937759
2904,32,18,18799,0.444936965
1211,42,13,11083,0.754619688
1014,301,10,13731,0.6090823679999999
939,368,12,9550,0.875696335
366,12,7,11730,0.712888321
2532,134,5,12176,0.686769875
1419,69,8,12245,0.68284606
1100,438,11,9503,0.879832684
759,97,15,8685,0.962666667
580,64,6,14793,0.565174745
916,187,11,16820,0.49703805
1423,76,5,9633,0.867856327
850,230,8,22710,0.368121973
622,122,6,11802,0.708333333
1444,402,6,16446,0.5083120520000001
1447,162,7,9758,0.856702193
2197,114,10,14869,0.562169615
623,332,7,17512,0.47728414799999996
1012,402,6,9603,0.8703269809999999
2706,35,5,10701,0.7809681340000001
2306,27,12,14395,0.580553664
566,42,10,10322,0.8096241040000001
1151,391,10,11050,0.756262443
2499,106,5,14780,0.565404601
835,136,14,13451,0.6212177529999999
434,43,8,16026,0.521359666
673,431,12,10444,0.8
1055,128,11,11904,0.701836358
2864,27,9,9421,0.88679758
2138,198,10,11713,0.71323999
483,98,11,12065,0.692385412
2707,44,9,13049,0.640141007
2213,72,10,12628,0.661481628
2960,17,11,18442,0.452937859
1069,185,9,9388,0.889752876
883,125,12,12476,0.669485412
2899,5,12,10654,0.7839750329999999
1226,9,7,12010,0.6954554540000001
2194,37,9,14247,0.586202007
807,153,5,10477,0.7970984059999999
1935,12,15,11731,0.7118557670000001
2436,460,8,13184,0.633373786
1874,67,13,10860,0.768864641
627,236,8,11279,0.740298785
373,129,6,6144,1.3589550780000001
1502,7,9,13267,0.6292839379999999
561,315,11,12656,0.659647598
2952,38,4,12276,0.68
1092,104,10,13697,0.609417391
1753,8,12,12834,0.650289855
1219,79,5,15730,0.5305333760000001
2047,109,9,11623,0.717981588
3139,124,13,13603,0.613364699
581,80,8,12048,0.69251245
3125,82,11,22941,0.363676823
3132,133,10,11886,0.701828201
874,31,10,14990,0.556498332
887,261,7,11452,0.728394167
579,72,6,10482,0.7957727529999999
1490,34,10,10870,0.767367985
523,145,8,14836,0.562171744
812,234,8,10038,0.8308418009999999
587,33,12,15832,0.526771097
783,224,9,11847,0.7039166029999999
457,139,7,13200,0.631736364
954,580,3,14380,0.5798748260000001
862,400,8,10848,0.768657817
1909,32,10,15352,0.543140959
1911,28,8,13661,0.610306713
2002,375,10,10535,0.791324158
3414,34,9,9941,0.838595715
375,2,13,16450,0.506705775
1517,13,27,15660,0.532222222
793,118,10,14724,0.566021462
2556,31,12,11376,0.732603727
490,124,9,12541,0.6644868829999999
837,30,9,12158,0.685412074
1494,27,9,9603,0.86775591
3071,8,15,11081,0.7520034290000001
1139,296,8,13100,0.63609771
1755,387,8,13412,0.621219803
721,34,11,8950,0.930905028
1336,88,9,14259,0.584289221
1668,128,10,11776,0.707320822
2750,68,8,10979,0.7586601690000001
1154,575,3,11544,0.721509009
381,158,9,11564,0.7202594259999999
2404,153,9,12650,0.658395257
1313,376,12,10481,0.7946474570000001
2876,459,7,13548,0.614732802
880,150,7,12663,0.657668009
2342,78,8,11554,0.7207919340000001
1221,26,8,11179,0.744953931
563,152,12,12260,0.679194127
3036,216,7,10229,0.8139368459999999
1157,35,8,12465,0.66789651
2497,138,9,11329,0.7348609759999999
1042,354,9,16433,0.506614739
747,442,5,14110,0.59
983,23,8,11488,0.724606546
1433,4,10,10084,0.825491868
942,122,14,17530,0.47485624600000004
365,44,5,12049,0.690863142
423,109,8,5707,1.4584930790000001
1806,8,12,11932,0.6975
583,504,4,9725,0.855753213
1076,21,10,12193,0.6825342409999999
2368,1,12,13747,0.605366262
2101,244,8,11551,0.7204345940000001
1054,146,8,10587,0.78602437
597,7,10,11202,0.74284592
949,251,8,10941,0.7605639340000001
974,100,21,9970,0.834613842
1494,3,5,16881,0.492910965
810,172,5,9835,0.846
510,44,9,13265,0.627119487
739,121,6,14993,0.554819582
397,10,6,13469,0.61757443
2869,165,6,9491,0.876415552
2034,13,19,10094,0.824054884
557,186,9,13095,0.635197404
1278,113,8,10035,0.8288340809999999
2744,105,7,12301,0.676138525
2336,186,6,10619,0.783224409
786,396,6,9156,0.908333333
678,21,13,13000,0.639715385
650,76,14,14995,0.554588863
1612,13,12,12697,0.654958652
2533,37,5,9113,0.9123548779999999
628,50,8,12747,0.652240527
968,112,12,11038,0.75318536
907,29,10,13353,0.622593425
544,18,12,12908,0.643992098
713,438,4,8312,1.0
1589,17,8,18944,0.43875
1802,61,7,14286,0.581796164
743,266,8,14462,0.574679851
709,10,10,13528,0.614350237
688,93,12,16478,0.5043403329999999
1261,346,5,10386,0.8
944,19,10,11599,0.716337615
481,81,14,9502,0.8744001259999999
384,25,6,13206,0.62911934
1428,264,6,11535,0.72016645
2565,343,10,14909,0.557163458
1177,248,10,11613,0.715283734
1949,303,6,11548,0.719205923
904,75,7,14251,0.582792085
2029,205,9,11848,0.70097738
3151,118,8,12911,0.643222059
2247,18,11,11289,0.735576225
1540,34,12,12926,0.642368095
1956,115,11,11733,0.707640842
2858,100,14,17182,0.483198114
568,31,11,11701,0.709525682
396,91,8,13838,0.599894493
475,18,10,11282,0.735753413
539,43,12,11520,0.7205381940000001
916,24,10,10818,0.7672545759999999
1095,309,12,12731,0.651928364
3411,114,9,12308,0.674333767
2065,142,12,8766,0.946762491
1649,111,9,11203,0.740787289
978,22,4,15959,0.520010026
393,39,6,9342,0.888333333
3230,148,7,11268,0.7364669859999999
568,6,10,12391,0.669719151
1084,65,8,12937,0.6413859470000001
699,135,7,11939,0.6949853420000001
1322,47,8,11644,0.712590175
557,12,12,15089,0.549897276
804,429,11,11591,0.71580968
652,2,6,12282,0.67548282
3370,98,7,10140,0.818088757
3052,154,5,12880,0.644
517,321,8,9827,0.844072453
1560,250,7,10141,0.817909476
444,159,8,10921,0.759485395
780,5,10,10453,0.793482254
1826,36,7,9303,0.891555412
825,6,6,10455,0.793306552
2759,9,8,11315,0.733004861
722,14,9,11303,0.7337335220000001
1558,82,8,9940,0.8343259559999999
584,261,9,12555,0.660493827
1384,62,10,12464,0.6652350770000001
873,49,8,12655,0.655116555
2097,13,11,10919,0.759205055
847,413,5,9434,0.878704685
1393,4,13,13063,0.634508918
753,21,6,5838,1.419743063
1857,65,3,6083,1.3625316459999999
464,4,15,13435,0.616914775
502,30,12,14209,0.583289464
383,45,10,15511,0.534321449
1751,16,14,11966,0.692578138
798,206,6,10885,0.761277905
2875,8,17,10448,0.793094372
1392,609,8,10900,0.760201835
1314,166,10,12030,0.688710723
1282,74,10,12668,0.654021156
1373,33,8,11732,0.706081657
1419,683,5,9197,0.900619767
1488,50,10,13845,0.598252799
370,50,12,16191,0.5115632139999999
987,70,7,13209,0.627045196
880,241,6,15116,0.5479095
2761,108,7,12972,0.638465156
756,388,9,10262,0.807060027
1940,206,7,12372,0.669358228
1202,32,12,10285,0.8051618859999999
412,38,7,11873,0.697461467
923,129,7,8313,0.9960423429999999
797,25,8,17541,0.471975372
1427,58,8,13472,0.614484115
560,93,9,13454,0.615277241
2034,321,7,8906,0.929468897
444,258,7,11750,0.7044740429999999
1393,55,11,16571,0.499513005
1330,46,8,10084,0.820812178
2343,101,8,9887,0.837107313
979,153,12,10434,0.7932173659999999
1726,449,9,10159,0.81467172
1564,39,13,10798,0.76640489
1289,88,7,12975,0.637792678
952,223,7,10792,0.766717013
1069,149,9,16939,0.48846094799999995
990,8,13,18448,0.448445902
864,140,7,11041,0.7492509740000001
530,11,10,12194,0.678400033
675,5,11,10270,0.80544888
1295,259,11,15099,0.547793894
448,44,7,10122,0.817142857
1737,59,12,13067,0.6328637020000001
2095,289,3,10147,0.814930521
2875,1,5,10087,0.819759096
3247,86,13,12932,0.63937906
3081,7,14,16269,0.508189194
526,29,7,13804,0.5989075629999999
2877,25,10,12774,0.64719117
2721,72,10,10375,0.796813494
2677,311,11,15082,0.548130221
1012,7,5,6467,1.278320705
3082,284,8,14234,0.58072924
2200,23,8,8357,0.989112122
3323,607,6,8266,1.0
509,13,16,11844,0.6978022629999999
2787,142,5,12102,0.682815237
578,167,10,11656,0.70891987
1342,32,9,10582,0.7808372709999999
1053,12,13,15132,0.545999207
2597,22,13,10846,0.761747188
1468,61,8,10213,0.808927837
650,98,9,15341,0.538527475
911,21,7,11664,0.7082536009999999
1574,229,6,9614,0.8592188479999999
2920,254,4,5578,1.480864109
485,127,4,11706,0.705627883
2281,591,6,11143,0.7412187020000001
821,195,8,9980,0.82752505
695,54,11,13591,0.607643293
647,4,9,16681,0.495076434
3267,430,14,15778,0.523380657
2562,34,12,13500,0.611694815
923,402,11,12285,0.672120472
2860,30,11,10950,0.754016438
1282,6,7,11215,0.736180116
833,28,8,10019,0.8240013970000001
3304,136,16,15821,0.521795715
1213,168,5,14347,0.575395553
2261,17,8,14516,0.568650455
739,117,8,12440,0.663528939
1010,368,9,14874,0.554931424
1245,116,7,10816,0.76310466
3046,184,8,9421,0.876088526
712,299,5,6278,1.31457152
485,11,10,12724,0.6486049979999999
618,12,12,11656,0.707999314
739,395,9,15942,0.517645214
389,36,7,11165,0.7391034479999999
2103,206,8,12757,0.64686525
964,318,14,17069,0.483417306
1158,420,8,10771,0.7659038159999999
598,234,19,13397,0.6157587520000001
375,97,9,9639,0.8558138809999999
601,92,9,14463,0.570317362
1217,113,9,9809,0.840834947
1890,67,3,11508,0.716666667
1869,171,8,11655,0.707567568
732,5,10,10184,0.809747643
2735,7,9,12499,0.65975198
2236,11,9,13309,0.6194995870000001
742,260,11,11149,0.739487846
1054,10,20,13895,0.593334293
1764,50,9,11534,0.714739032
1503,421,7,12030,0.685137157
2408,19,8,10630,0.7753697079999999
518,64,6,5798,1.421517765
729,4,8,12352,0.667159165
2182,319,8,12945,0.636589417
512,485,6,8749,0.94156475
2659,39,6,7077,1.1639706090000002
571,12,9,7831,1.051891202
1435,70,10,10024,0.821747805
3117,150,7,13177,0.625115732
1368,15,13,19642,0.419344771
776,271,3,9690,0.85
672,612,3,9690,0.85
422,28,7,12838,0.641569559
1724,136,12,15444,0.533285418
2469,102,6,10084,0.816706664
716,28,12,13744,0.599219296
1176,151,2,14199,0.58
1532,53,7,11547,0.713184377
651,287,7,9325,0.883099196
1751,13,8,11229,0.733351144
557,2,9,11868,0.6938498479999999
959,6,9,8386,0.981856666
2019,151,4,6650,1.238144361
2607,268,14,8569,0.9608507409999999
1046,258,9,11997,0.686217388
2114,27,13,16762,0.491125761
974,96,9,10877,0.7567628940000001
2383,40,12,10769,0.764333736
601,193,6,10448,0.7877871359999999
601,359,5,13166,0.625155704
810,12,14,14396,0.571661573
823,9,15,15589,0.527901084
739,160,12,7088,1.160960779
389,35,5,8865,0.928241399
2395,154,10,11304,0.727949398
1511,199,5,11881,0.692557865
443,3,10,15178,0.5421017260000001
561,27,8,13225,0.62214896
620,142,12,10883,0.7559955890000001
1294,257,7,16094,0.511145769
1148,573,4,9140,0.9
957,204,11,11598,0.709244697
2063,35,10,11743,0.700464106
1417,149,7,11297,0.7280702840000001
1438,7,4,13122,0.62677793
1074,30,18,10151,0.810200965
1259,178,10,14336,0.573684431
1315,286,5,12542,0.655740711
411,234,2,9675,0.85
2600,279,14,12701,0.647488387
430,99,5,10275,0.800321168
1872,89,6,9894,0.8310895490000001
2238,69,8,15477,0.5312534729999999
558,95,12,10412,0.7896734540000001
2395,241,15,10683,0.769549752
3361,78,14,13194,0.623067303
2214,32,10,12134,0.677486402
2108,16,8,11062,0.743135057
2381,16,12,16496,0.498315955
1629,44,6,7791,1.055027596
2171,7,7,11994,0.685316825
1071,10,10,12642,0.650143965
1160,107,11,12725,0.645876621
1247,15,11,12521,0.656394058
1565,248,5,10524,0.780919802
2180,86,7,10032,0.819204545
852,117,10,12500,0.6574439999999999
2562,106,9,10163,0.8086086790000001
537,28,8,11484,0.7155538140000001
452,6,10,10733,0.765556694
699,178,13,8806,0.933079718
1134,35,9,11117,0.739104075
