,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
21172,21611,2008/9/2,2009/2/21,男,4,大连,辽宁,CN,46.0,2014/3/31,12,9211,0,0,9020.0,1931.0,16626,11538.86,2013/12/8,1.5,1151.375,3,115,55.72727273,181,0,0,1,0.694025021,9,3,8055,1156,0,0,0,0,9211,1156,0.25,0.75,0.8744029529999999,0.125488493,1,2
21176,56700,2007/9/1,2007/9/1,男,4,佛山,广东,CN,31.0,2014/3/31,13,7387,0,0,8567.0,1347.0,18617,11537.9,2013/11/17,1.625,923.375,91,136,42.0,180,0,0,0,0.619750765,11,2,6227,1160,0,0,0,0,7387,1160,0.153846154,0.846153846,0.8428532759999999,0.15701137,0,2
21177,11123,2005/4/12,2005/6/3,男,4,武汉,湖北,CN,42.0,2014/3/31,23,9503,0,0,11794.0,1570.0,16553,11537.2,2013/5/18,2.875,1187.875,10,319,18.27272727,49,0,0,0,0.6969854409999999,20,3,8603,900,0,0,0,0,9503,900,0.130434783,0.869565217,0.905197811,0.09469697,0,2
21182,56195,2005/3/31,2005/4/14,男,4,佛山,广东,CN,37.0,2014/3/31,11,7081,0,0,2449.0,7491.0,20211,11535.41,2014/3/18,1.375,885.125,94,14,62.3,248,0,0,1,0.570749097,2,9,1855,5226,0,0,0,0,7081,5226,0.818181818,0.181818182,0.261931658,0.7379271390000001,1,2
21187,57750,2008/9/30,2009/9/3,男,4,珠海,广东,CN,43.0,2014/3/31,12,9042,0,0,3487.0,7374.0,16198,11533.63,2013/10/20,1.5,1130.25,171,164,36.0,217,0,0,0,0.712040375,6,6,2261,6781,0,0,0,0,9042,6781,0.5,0.5,0.250027646,0.749861772,0,2
21191,30722,2008/11/25,2009/8/24,女,4,北京,北京,CN,62.0,2014/3/31,16,9623,0,0,4863.0,6185.0,14276,11528.29,2014/2/16,2.0,1202.875,83,45,40.2,146,0,0,0,0.80752942,9,7,4576,5047,0,0,0,0,9623,5047,0.4375,0.5625,0.475477972,0.5244181210000001,0,2
21196,3807,2008/12/7,2009/1/11,男,4,深圳,广东,CN,37.0,2014/3/31,19,9516,0,0,7026.0,6256.0,17649,11526.4,2014/3/16,2.375,1189.5,67,16,36.0,93,2500,0,1,0.653090827,10,9,5505,4011,0,2500,2500,0,12016,4011,0.473684211,0.526315789,0.578438584,0.421456341,2,2
21202,2525,2007/8/10,2008/10/9,男,4,苏州,江苏省,MY,43.0,2014/3/31,10,8642,0,0,5311.0,2012.0,21719,11522.25,2013/12/19,1.25,1080.25,2,104,69.44444444,210,0,0,0,0.5305147570000001,6,4,5588,3054,0,0,0,0,8642,3054,0.4,0.6,0.646534768,0.353349531,0,2
21204,12603,2009/4/1,2009/6/28,男,4,武汉市,湖北省,CN,51.0,2014/3/31,15,8927,0,0,9300.0,1959.0,15406,11521.83,2014/1/21,1.875,1115.875,25,71,45.35714286,169,0,0,0,0.7478793979999999,12,3,7108,1819,0,0,0,0,8927,1819,0.2,0.8,0.7961469529999999,0.20374103899999998,0,2
21206,45624,2006/2/19,2006/2/19,男,4,北京,北京,CN,53.0,2014/3/31,9,8193,0,0,7081.0,3405.0,18350,11520.25,2013/12/6,1.125,1024.125,148,117,58.25,314,0,0,0,0.62780654,6,3,4806,3387,0,0,0,0,8193,3387,0.333333333,0.666666667,0.5865267270000001,0.413351233,0,2
21209,1002,2007/1/1,2010/10/4,男,4,武汉,湖北,CN,39.0,2014/3/31,12,7997,0,0,7457.0,4190.0,14580,11519.6,2013/7/5,1.5,999.625,24,271,39.63636364,82,0,0,0,0.7900960220000001,8,4,6259,1738,0,0,0,0,7997,1738,0.333333333,0.666666667,0.782570643,0.21730432600000002,0,2
21213,2928,2007/12/17,2008/8/11,女,4,北京,北京,CN,77.0,2014/3/31,15,9242,0,0,8081.0,3184.0,15645,11517.65,2013/6/18,1.875,1155.25,24,288,29.92857143,129,0,0,0,0.73618728,10,5,6980,2262,0,0,0,0,9242,2262,0.333333333,0.666666667,0.7551660720000001,0.244725738,0,2
21215,760,2006/7/1,2006/7/1,男,4,北京,北京,CN,39.0,2014/3/31,17,9851,0,0,10808.0,730.0,18149,11514.08,2013/10/10,2.125,1231.375,34,174,32.6875,205,0,0,1,0.634419527,15,2,9851,0,0,0,0,0,9851,0,0.117647059,0.882352941,0.999898498,0.0,1,2
21221,36894,2006/9/22,2006/9/25,男,4,高碑店,河北,CN,68.0,2014/3/31,12,10282,0,0,6612.0,5410.0,13676,11508.98,2013/10/26,1.5,1285.25,10,158,51.18181818,181,0,0,0,0.8415457740000001,7,5,5245,5037,0,0,0,0,10282,5037,0.41666666700000005,0.583333333,0.510065156,0.48983759600000004,0,2
21223,45948,2006/11/7,2007/8/6,男,4,广州,广东,CN,39.0,2014/3/31,10,9456,0,0,3373.0,6890.0,15486,11507.58,2014/1/18,1.25,1182.0,138,74,57.66666667,180,3543,637,0,0.743095699,3,7,2871,6585,0,4180,4180,637,13636,7222,0.7,0.3,0.303584646,0.6963096120000001,12,2
21227,21208,2008/3/4,2008/5/8,男,4,广州,广东,CN,49.0,2014/3/31,20,8819,0,0,5827.0,6594.0,16851,11506.25,2014/3/24,2.5,1102.375,30,8,36.47368421,104,0,0,0,0.682822978,9,11,3996,4823,0,0,0,0,8819,4823,0.55,0.45,0.453061224,0.546825397,0,2
21231,44867,2007/7/16,2007/7/16,男,4,哈尔滨,黑龙江,CN,41.0,2014/3/31,9,8649,0,0,5236.0,4637.0,19222,11502.88,2014/1/3,1.125,1081.125,44,89,74.75,178,0,0,0,0.598422641,5,4,4508,4141,0,0,0,0,8649,4141,0.444444444,0.5555555560000001,0.521156069,0.478728324,0,2
21233,11379,2005/12/13,2005/12/14,男,4,广州,广东,CN,53.0,2014/3/31,15,9077,0,0,4609.0,6341.0,18086,11501.78,2014/3/25,1.875,1134.625,19,7,50.35714286,188,0,100,0,0.635949353,5,10,3168,5909,0,100,100,100,9177,6009,0.666666667,0.333333333,0.348975545,0.650914298,1,2
21239,55297,2007/5/5,2009/3/14,女,4,武汉,湖北,CN,52.0,2014/3/31,26,7124,0,0,3664.0,5965.0,21994,11499.36,2014/3/6,3.25,890.5,86,26,24.76,106,0,0,0,0.522840775,9,17,2993,4131,0,0,0,0,7124,4131,0.653846154,0.346153846,0.420070175,0.579789474,0,2
21240,54051,2006/3/31,2006/9/28,男,4,北京,北京,CN,45.0,2014/3/31,9,7987,0,0,5104.0,4782.0,18275,11498.31,2013/12/9,1.125,998.375,131,114,60.75,141,0,0,3,0.62918249,5,4,3694,4293,0,0,0,0,7987,4293,0.444444444,0.5555555560000001,0.462443665,0.537431147,4,2
21244,46104,2007/2/13,2008/8/9,女,4,广州,广东,CN,31.0,2014/3/31,7,8996,0,0,0.0,9060.0,15027,11496.77,2014/3/14,0.875,1124.5,619,18,15.66666667,46,0,0,0,0.7650741999999999,0,7,0,8996,0,0,0,0,8996,8996,1.0,0.0,0.0,0.999888852,0,2
21248,56801,2007/9/20,2007/9/20,男,4,沈阳,辽宁,CN,47.0,2014/3/31,18,9182,0,0,6230.0,5379.0,14709,11495.71,2014/2/20,2.25,1147.75,9,41,40.05882353,184,0,0,0,0.781542593,11,7,4514,4668,0,0,0,0,9182,4668,0.38888888899999996,0.611111111,0.491560492,0.508330611,0,2
21252,53591,2006/6/8,2006/6/8,男,4,大连,辽宁,CN,49.0,2014/3/31,14,8292,0,0,8441.0,3556.0,13888,11493.36,2013/7/20,1.75,1036.5,148,256,25.15384615,140,0,0,1,0.827574885,10,4,6356,1936,0,0,0,0,8292,1936,0.28571428600000004,0.7142857140000001,0.7664295190000001,0.23344989800000002,1,2
21255,57640,2008/11/9,2008/11/9,男,4,广州,广东,CN,53.0,2014/3/31,19,7876,0,0,1570.0,9960.0,22626,11492.56,2014/3/22,2.375,984.5,222,10,27.72222222,132,1083,2342,0,0.507936003,4,15,1064,6812,0,3425,3425,2342,11301,9154,0.7894736840000001,0.21052631600000002,0.135076806,0.864796242,25,2
21275,3005,2008/2/9,2009/2/13,男,4,广州,广东,CN,38.0,2014/3/31,11,8933,0,0,5959.0,4063.0,17835,11481.95,2013/12/31,1.375,1116.625,44,92,59.5,243,1822,2350,0,0.6437874960000001,7,4,5536,3397,0,4172,4172,2350,13105,5747,0.363636364,0.636363636,0.61965525,0.380232818,23,2
21276,44569,2005/9/8,2005/9/8,男,4,大连,辽宁,CN,65.0,2014/3/31,13,10148,0,0,6961.0,4311.0,16295,11481.32,2014/3/9,1.625,1268.5,27,23,56.75,227,0,0,1,0.704591593,9,4,6000,4148,0,0,0,0,10148,4148,0.307692308,0.692307692,0.59119125,0.40871021799999996,1,2
21278,4001,2009/2/14,2009/2/14,男,4,天津,天津,CN,34.0,2014/3/31,21,10266,0,0,5920.0,7251.0,12534,11481.04,2014/2/22,2.625,1283.25,0,39,34.6,145,1056,53,0,0.915991703,9,12,4866,5400,0,1109,1109,53,11375,5453,0.571428571,0.428571429,0.473945651,0.525956949,6,2
21280,29955,2009/3/24,2009/3/24,男,4,"Glentrees,","Glentrees,",SG,48.0,2014/3/31,12,9303,0,0,1590.0,8970.0,14594,11480.21,2014/1/25,1.5,1162.875,2,67,60.18181818,200,0,0,0,0.78663903,2,10,1270,8033,0,0,0,0,9303,8033,0.833333333,0.166666667,0.13650043,0.8633920890000001,0,2
21281,30642,2008/9/19,2008/9/19,女,4,深圳,广东,CN,38.0,2014/3/31,10,10445,0,0,5723.0,5075.0,13617,11480.05,2013/7/4,1.25,1305.625,26,272,48.11111111,158,0,0,0,0.8430674890000001,7,3,4544,5901,0,0,0,0,10445,5901,0.3,0.7,0.434999043,0.564905227,0,2
21283,1158,2007/5/1,2007/8/9,男,4,SYDNEY,N.S.W,AU,43.0,2014/3/31,4,11029,0,0,0.0,8616.0,15226,11479.68,2014/3/4,0.5,1378.625,690,28,4.333333333,6,0,0,0,0.75395245,0,4,0,11029,0,0,0,0,11029,11029,1.0,0.0,0.0,0.9999093379999999,0,2
21290,62673,2007/7/9,2007/7/9,男,4,长春,吉林,CN,39.0,2014/3/31,11,9309,0,0,3988.0,5687.0,15516,11477.48,2013/12/15,1.375,1163.625,107,108,51.6,139,0,0,0,0.739719,4,7,3649,5660,0,0,0,0,9309,5660,0.636363636,0.363636364,0.391944146,0.607948443,0,2
21294,29111,2005/3/7,2005/4/10,男,4,开平,广东,CN,61.0,2014/3/31,12,9985,0,0,4802.0,4936.0,15543,11474.78,2014/2/3,1.5,1248.125,209,58,42.18181818,164,0,0,0,0.73826031,6,6,5532,4453,0,0,0,0,9985,4453,0.5,0.5,0.553975566,0.445924294,0,2
21296,597,2006/3/3,2006/12/11,男,4,北京,北京,CN,52.0,2014/3/31,8,9985,0,0,6260.0,4668.0,12106,11472.46,2013/11/13,1.0,1248.125,198,140,56.14285714,361,0,0,0,0.947667272,4,4,5777,4208,0,0,0,0,9985,4208,0.5,0.5,0.578509914,0.421389946,0,2
21297,2718,2008/12/6,2008/12/6,男,4,深圳,广东,CN,37.0,2014/3/31,14,8606,0,0,3898.0,6553.0,19046,11472.16,2014/2/29  0:00:00,1.75,1075.75,82,32,47.46153846,254,0,0,0,0.602339599,6,8,4635,3971,0,0,0,0,8606,3971,0.571428571,0.428571429,0.538515162,0.46136865299999996,0,2
21302,47448,2005/10/30,2005/12/16,男,4,贵阳,贵州,CN,49.0,2014/3/31,15,7987,0,0,7028.0,3020.0,23041,11464.58,2014/3/14,1.875,998.375,23,18,49.28571429,200,0,0,0,0.49757302200000003,9,6,6952,1035,0,0,0,0,7987,1035,0.4,0.6,0.8703054579999999,0.129569354,0,2
21304,30031,2008/2/10,2008/3/14,女,4,北京,北京,CN,40.0,2014/3/31,6,8196,0,0,6805.0,1575.0,15271,11464.25,2013/12/20,0.75,1024.5,19,103,121.8,441,500,0,0,0.75072032,5,1,6229,1967,0,500,500,0,8696,1967,0.166666667,0.833333333,0.759912163,0.239965841,2,2
21305,1616,2008/12/24,2008/12/24,女,4,深圳市,广东,AU,,2014/3/31,14,9021,0,0,0.0,10426.0,19342,11464.1,2013/5/14,1.75,1127.625,371,323,2.8461538460000004,9,1580,6238,0,0.592704994,0,14,0,9021,0,7818,7818,6238,16839,15259,1.0,0.0,0.0,0.99988916,9,2
21306,8739,2005/12/15,2008/4/29,男,4,哈尔滨,辽宁省,CN,48.0,2014/3/31,13,9638,0,0,4296.0,6249.0,16564,11463.5,2014/3/16,1.625,1204.75,202,16,42.75,150,0,0,0,0.692073171,4,9,3437,6201,0,0,0,0,9638,6201,0.692307692,0.307692308,0.356572259,0.643323996,0,2
21308,38582,2007/9/2,2007/9/18,男,4,北京,北京,CN,37.0,2014/3/31,10,9382,0,0,6251.0,2815.0,14795,11461.4,2013/4/28,1.25,1172.75,98,339,32.66666667,177,0,0,0,0.774680635,7,3,6840,2542,0,0,0,0,9382,2542,0.3,0.7,0.7289779390000001,0.270915485,0,2
21311,9850,2006/10/25,2008/11/12,男,4,大宫,奇玉县,JP,60.0,2014/3/31,10,10320,0,0,4251.0,7134.0,13244,11459.22,2014/3/22,1.25,1290.0,47,10,74.88888889,259,0,2435,0,0.8652385990000001,5,5,3123,7197,0,2435,2435,2435,12755,9632,0.5,0.5,0.302586959,0.6973161520000001,1,2
21314,20134,2004/12/13,2004/12/13,男,4,广州市,广东省,CN,61.0,2014/3/31,6,6300,0,0,4790.0,2200.0,16932,11457.32,2013/12/28,0.75,787.5,75,95,112.2,418,0,0,0,0.676666667,4,2,4200,2100,0,0,0,0,6300,2100,0.333333333,0.666666667,0.666560863,0.333280432,0,2
21315,22031,2009/1/16,2009/2/16,男,4,哈尔滨,黑龙江,CN,51.0,2014/3/31,8,11191,0,0,3178.0,4786.0,15209,11457.16,2013/10/5,1.0,1398.875,11,179,77.28571429,135,0,0,0,0.753314485,4,4,3223,7968,0,0,0,0,11191,7968,0.5,0.5,0.287973553,0.7119370979999999,0,2
21320,62639,2007/1/15,2007/1/15,男,4,长春,吉林,CN,47.0,2014/3/31,9,8821,0,0,960.0,9272.0,15507,11454.16,2013/11/10,1.125,1102.625,252,143,42.0,278,0,0,5,0.738644483,1,8,828,7993,0,0,0,0,8821,7993,0.8888888890000001,0.111111111,0.093856268,0.906030379,5,2
21323,38968,2008/7/16,2012/5/16,男,4,佛山,广东,CN,61.0,2014/3/31,14,7385,0,0,10479.0,637.0,18520,11453.1,2013/7/10,1.75,923.125,45,266,32.30769231,243,0,0,0,0.618417927,13,1,6891,494,0,0,0,0,7385,494,0.071428571,0.9285714290000001,0.9329813159999999,0.066883293,0,2
21327,57532,2008/8/26,2008/8/26,女,4,贵阳,贵州,CN,43.0,2014/3/31,13,8047,0,0,9124.0,1256.0,16834,11451.32,2014/3/26,1.625,1005.875,35,6,57.5,367,0,0,1,0.680249495,11,2,6969,1078,0,0,0,0,8047,1078,0.153846154,0.846153846,0.865929423,0.13394632199999998,1,2
21328,47617,2009/1/21,2009/1/21,男,4,杭州,浙江,CN,47.0,2014/3/31,15,7452,0,0,5692.0,5585.0,21539,11449.9,2013/9/15,1.875,931.5,38,199,35.28571429,136,0,0,0,0.53158921,8,7,3707,3745,0,0,0,0,7452,3745,0.46666666700000003,0.533333333,0.497383604,0.502482222,0,2
21331,36027,2007/4/4,2007/4/4,男,5,广州,广东,CN,36.0,2014/3/31,7,12271,0,0,0.0,10049.0,12675,11449.05,2014/3/20,0.875,1533.875,537,12,30.33333333,132,4109,5518,0,0.903278107,0,7,0,12271,0,9627,9627,5518,21898,17789,1.0,0.0,0.0,0.9999185140000001,20,2
21335,20477,2005/11/23,2006/1/15,男,4,广州,广东,CN,34.0,2014/3/31,8,11066,0,0,0.0,9894.0,15736,11447.94,2014/3/31,1.0,1383.25,529,1,28.71428571,98,5000,1659,1,0.7275,0,8,0,11066,0,6659,6659,1659,17725,12725,1.0,0.0,0.0,0.9999096409999999,5,2
21336,62735,2008/6/2,2008/6/2,女,4,沈阳,辽宁,CN,33.0,2014/3/31,8,10460,0,0,4982.0,658.0,13132,11447.66,2013/11/9,1.0,1307.5,74,144,73.28571429,448,0,0,0,0.87173774,7,1,9850,610,0,0,0,0,10460,610,0.125,0.875,0.9415925820000001,0.058311825,0,2
21337,58096,2009/6/30,2009/8/21,男,4,汕头,广东,CN,49.0,2014/3/31,16,6981,0,0,4654.0,7575.0,24878,11447.04,2013/11/25,2.0,872.625,160,128,29.53333333,102,0,0,0,0.46012702,7,9,3632,3349,0,0,0,0,6981,3349,0.5625,0.4375,0.520194787,0.479661988,0,2
21340,52607,2009/9/5,2009/9/5,女,4,,上海,CN,31.0,2014/3/31,15,9074,0,0,6790.0,1566.0,14232,11444.93,2013/12/4,1.875,1134.25,9,119,43.07142857,152,6877,15858,1,0.804168775,10,5,6198,2876,0,22735,22735,15858,31809,18734,0.333333333,0.666666667,0.682975207,0.316914601,36,2
21341,1171,2007/6/1,2007/7/21,男,4,广州,广东,CN,58.0,2014/3/31,14,9939,0,0,2410.0,8248.0,19036,11444.91,2014/3/29,1.75,1242.375,50,3,52.15384615,160,2243,336,1,0.601224522,4,10,1535,8404,0,2579,2579,336,12518,8740,0.7142857140000001,0.28571428600000004,0.154426559,0.845472837,12,2
21348,28091,2007/2/22,2007/5/17,女,4,广州,广东,CN,40.0,2014/3/31,9,10450,0,0,8125.0,1152.0,13929,11440.25,2013/4/22,1.125,1306.25,108,345,34.75,99,163,112,1,0.82132601,8,1,9252,1198,0,275,275,112,10725,1310,0.111111111,0.8888888890000001,0.8852741359999999,0.114630179,6,2
21349,57388,2008/6/6,2010/10/7,男,4,武汉,湖北,CN,40.0,2014/3/31,14,9498,0,0,0.0,9982.0,14549,11439.74,2014/1/7,1.75,1187.25,408,85,18.30769231,56,0,0,0,0.786290467,0,14,0,9498,0,0,0,0,9498,9498,1.0,0.0,0.0,0.999894726,0,2
21356,17662,2006/1/24,2006/1/24,男,4,沈阳市,辽宁省,CN,48.0,2014/3/31,11,10035,0,0,5495.0,3837.0,12595,11435.19,2013/9/22,1.375,1254.375,10,192,52.9,202,0,0,5,0.907915046,6,5,4880,5155,0,0,0,0,10035,5155,0.454545455,0.545454545,0.48624950200000006,0.513650857,5,2
21358,2965,2007/12/28,2010/8/30,男,4,北京,北京,CN,48.0,2014/3/31,14,10736,0,0,0.0,11167.0,14073,11434.56,2014/3/9,1.75,1342.0,416,23,22.46153846,109,0,0,0,0.812517587,0,14,0,10736,0,0,0,0,10736,10736,1.0,0.0,0.0,0.9999068640000001,0,2
21360,8890,2007/3/6,2007/3/7,男,4,上海,上海,CN,47.0,2014/3/31,9,10028,0,0,4104.0,5389.0,18803,11434.47,2014/3/26,1.125,1253.5,4,6,90.125,283,0,4381,0,0.608119449,3,6,4116,5912,0,4381,4381,4381,14409,10293,0.666666667,0.333333333,0.41040981200000004,0.589490478,9,2
21365,21967,2009/6/17,2009/11/5,男,4,贵阳市,贵州省,CN,47.0,2014/3/31,9,9720,0,0,4412.0,5602.0,14908,11429.83,2014/3/30,1.125,1215.0,5,2,90.5,329,0,0,0,0.7666910379999999,3,6,4281,5439,0,0,0,0,9720,5439,0.666666667,0.333333333,0.440386791,0.5595103379999999,0,2
21369,55299,2007/6/12,2007/6/12,女,4,广州,广东,CN,44.0,2014/3/31,10,9230,0,0,7109.0,3260.0,15598,11427.0,2013/6/22,1.25,1153.75,31,284,46.22222222,226,7000,6000,3,0.7325939220000001,8,2,6537,2693,0,13000,13000,6000,22230,8693,0.2,0.8,0.708157296,0.291734373,12,2
21375,57616,2008/11/7,2009/1/22,男,4,开封,河南,CN,34.0,2014/3/31,14,10485,0,0,4645.0,6063.0,14769,11423.33,2013/11/13,1.75,1310.625,25,140,43.53846154,141,0,0,2,0.7734667209999999,7,7,3791,6694,0,0,0,0,10485,6694,0.5,0.5,0.361529659,0.638374976,2,2
21378,62697,2008/1/25,2008/1/25,女,4,延吉,吉林,CN,38.0,2014/3/31,28,7505,0,0,5400.0,10006.0,21203,11421.2,2014/1/18,3.5,938.125,156,74,18.55555556,88,0,0,2,0.538659624,10,18,2660,4845,0,0,0,0,7505,4845,0.642857143,0.35714285700000004,0.35438316,0.645483613,2,2
21384,58164,2009/8/2,2010/1/29,男,4,TEMPLESTOWE,VIC,AU,36.0,2014/3/31,16,9482,0,0,6823.0,3810.0,15368,11417.09,2014/2/24,2.0,1185.25,67,37,41.8,114,0,0,0,0.7429131959999999,8,8,7538,1944,0,0,0,0,9482,1944,0.5,0.5,0.79489613,0.20499841800000002,0,2
21387,29132,2005/3/13,2005/5/16,男,4,广州,广东,CN,53.0,2014/3/31,9,7412,0,0,0.0,10131.0,17944,11414.89,2014/3/20,1.125,926.5,545,12,21.75,71,0,0,0,0.6361396570000001,0,9,0,7412,0,0,0,0,7412,7412,1.0,0.0,0.0,0.999865102,0,2
21389,1267,2008/9/16,2009/1/29,男,4,上海,上海,CN,33.0,2014/3/31,13,9430,0,0,2957.0,4630.0,17209,11413.31,2014/1/22,1.625,1178.75,38,70,51.91666667,225,0,0,1,0.6632175020000001,9,4,5338,4092,0,0,0,0,9430,4092,0.307692308,0.692307692,0.566005726,0.433888241,1,2
21391,20270,2005/4/27,2005/6/8,男,4,深圳,广东,CN,42.0,2014/3/31,8,11489,0,0,1116.0,6504.0,13723,11408.12,2013/10/24,1.0,1436.125,217,160,50.57142857,244,6467,13394,2,0.8313138529999999,3,5,3591,7898,0,19861,19861,13394,31350,21292,0.625,0.375,0.312532637,0.687380331,36,2
21392,21341,2008/5/14,2008/9/20,男,4,上海,上海,CN,35.0,2014/3/31,12,7827,0,0,2090.0,7302.0,18498,11407.05,2014/3/2,1.5,978.375,84,30,56.09090909,199,0,0,0,0.616663964,3,9,3117,4710,0,0,0,0,7827,4710,0.75,0.25,0.398185999,0.601686254,0,2
21396,27956,2006/10/27,2006/12/6,男,4,北京,北京,CN,44.0,2014/3/31,11,9410,0,0,4687.0,5444.0,17065,11406.24,2014/2/25,1.375,1176.25,11,36,68.4,161,0,0,0,0.668399648,5,6,3742,5668,0,0,0,0,9410,5668,0.545454545,0.454545455,0.39761980700000005,0.602273935,0,2
21408,38623,2007/10/10,2007/10/10,男,4,乐清,浙江,CN,42.0,2014/3/31,15,10898,0,0,7729.0,2093.0,14206,11403.22,2014/3/13,1.875,1362.25,63,19,46.35714286,201,0,0,2,0.802704491,12,3,8806,2092,0,0,0,0,10898,2092,0.2,0.8,0.807964033,0.191944215,2,2
21410,36752,2006/7/6,2012/4/28,女,4,北京,北京,CN,36.0,2014/3/31,6,10402,0,0,3893.0,5607.0,12338,11403.14,2014/1/9,0.75,1300.25,27,83,124.2,329,0,0,0,0.924229211,3,3,4051,6351,0,0,0,0,10402,6351,0.5,0.5,0.38940690200000005,0.6104969720000001,0,2
21411,26677,2006/8/19,2006/8/19,男,4,长春,吉林,CN,47.0,2014/3/31,9,9849,0,0,0.0,3203.0,14473,11402.87,2014/1/17,1.125,1231.125,18,75,79.75,243,1500,0,0,0.7878718990000001,4,5,4947,4902,0,1500,1500,0,11349,4902,0.5555555560000001,0.444444444,0.502233503,0.497664975,1,2
21414,35981,2008/11/20,2008/11/20,男,4,乌鲁木齐,新疆,CN,32.0,2014/3/31,10,10858,0,0,4794.0,2513.0,15606,11402.0,2013/6/25,1.25,1357.25,87,281,40.33333333,277,0,0,0,0.73061643,6,4,7660,3198,0,0,0,0,10858,3198,0.4,0.6,0.7054056540000001,0.294502256,0,2
21418,35853,2008/7/24,2009/2/18,男,4,HRB,,CN,53.0,2014/3/31,9,11567,0,0,6690.0,3023.0,14060,11401.21,2014/1/26,1.125,1445.875,53,66,76.5,508,0,0,0,0.810896871,7,2,8563,3004,0,0,0,0,11567,3004,0.222222222,0.7777777779999999,0.740231674,0.259681881,0,2
21421,48166,2008/4/8,2008/5/1,男,4,广州,广东,CN,33.0,2014/3/31,15,9766,0,0,3666.0,8684.0,15101,11399.71,2014/3/19,1.875,1220.75,19,13,49.92857143,335,0,0,0,0.7548976890000001,4,11,2596,7170,0,0,0,0,9766,7170,0.7333333329999999,0.26666666699999997,0.265792976,0.7341046379999999,0,2
21424,57779,2009/8/25,2009/8/25,男,4,珠海,广东,CN,47.0,2014/3/31,7,11916,0,0,3360.0,6905.0,14421,11399.05,2013/12/14,0.875,1489.5,2,109,103.33333329999999,301,0,0,0,0.790447958,2,5,3332,8584,0,0,0,0,11916,8584,0.7142857140000001,0.28571428600000004,0.279600571,0.720315516,0,2
21425,17669,2005/11/26,2005/11/26,男,4,大连市,辽宁,CN,53.0,2014/3/31,17,10600,0,0,7372.0,4355.0,14184,11398.88,2014/3/11,2.125,1325.0,21,21,43.0625,203,0,0,5,0.803643542,10,7,6166,4434,0,0,0,0,10600,4434,0.41176470600000004,0.588235294,0.581643241,0.41826242799999996,5,2
21428,57445,2009/7/22,2012/3/12,女,4,湛江,广东,CN,35.0,2014/3/31,10,10932,0,0,10598.0,637.0,13721,11397.6,2013/12/2,1.25,1366.5,98,121,56.88888889,369,0,0,0,0.830668319,8,2,10298,634,0,0,0,0,10932,634,0.2,0.8,0.9419189609999999,0.057989572999999996,0,2
21430,29276,2005/8/12,2006/9/29,女,4,广州市,广东省,CN,34.0,2014/3/31,9,10403,0,0,0.0,10150.0,14720,11396.15,2013/12/29,1.125,1300.375,464,94,21.625,87,0,0,0,0.774194973,0,9,0,10403,0,0,0,0,10403,10403,1.0,0.0,0.0,0.999903883,0,2
21441,1182,2007/6/14,2007/12/31,男,4,深圳,广东,CN,34.0,2014/3/31,14,7826,0,0,7122.0,3939.0,19736,11392.61,2013/10/8,1.75,978.25,27,176,40.61538462,101,0,3091,1,0.577250203,10,4,4668,3158,0,3091,3091,3091,10917,6249,0.28571428600000004,0.7142857140000001,0.596397087,0.40347515,6,2
21443,36922,2006/6/26,2006/9/4,男,4,北京,北京,CN,52.0,2014/3/31,8,10262,0,0,5423.0,4748.0,15245,11392.18,2014/3/13,1.0,1282.75,10,19,100.2857143,374,0,0,1,0.7472732040000001,3,5,5913,4349,0,0,0,0,10262,4349,0.625,0.375,0.576147325,0.423755237,1,2
21444,20767,2008/11/7,2008/11/7,男,4,上海,上海,CN,33.0,2014/3/31,16,10725,0,0,612.0,7625.0,16029,11390.0,2014/1/16,2.0,1340.625,346,76,20.6,48,0,72,2,0.7105870609999999,1,15,689,10036,0,72,72,72,10797,10108,0.9375,0.0625,0.064236435,0.9356703340000001,4,2
21445,29582,2007/8/10,2007/9/29,男,4,北京,北京,CN,51.0,2014/3/31,14,10662,0,0,3975.0,5887.0,13192,11389.19,2014/3/25,1.75,1332.75,257,7,35.92307692,166,1564,0,0,0.863340661,7,7,5108,5554,0,1564,1564,0,12226,5554,0.5,0.5,0.47903967,0.520866548,3,2
