,MemberNo,Gender,Age,WorkCity,FFPdate,Category
34003,281,男,41.0,广州,2011/7/10,0
34004,34841,女,32.0,北京,2011/2/20,1
34005,48457,男,53.0,南京,2008/7/20,2
34006,6041,男,49.0,金华县,2011/12/18,0
34007,56351,男,47.0,北京,2005/8/12,2
34008,505,男,32.0,佛山,2013/3/26,0
34009,10716,男,30.0,上海,2012/7/11,0
34010,24219,男,28.0,广州,2011/11/30,0
34011,35165,男,50.0,上海,2013/3/1,0
34012,5684,男,61.0,杭州市,2011/12/16,0
34013,47525,男,44.0,南海,2007/7/12,2
34014,49704,男,42.0,上海,2010/7/8,0
34015,50859,男,32.0,广州,2011/9/23,0
34016,18668,男,44.0,深圳,2005/12/11,2
34017,32972,男,32.0,重庆,2012/9/19,0
34018,14042,男,61.0,广州,2011/1/12,1
34019,9505,女,78.0,北京,2005/12/21,2
34020,20403,女,31.0,杭州,2005/9/6,2
34021,203,女,34.0,广州,2011/1/13,0
34022,16983,男,44.0,上海,2012/8/4,0
34023,35108,男,44.0,哈尔滨,2013/1/1,3
34024,30540,男,36.0,,2008/8/16,2
34025,24166,男,47.0,广州,2011/11/22,0
34026,37986,女,46.0,上海,2013/3/31,0
34027,46945,男,42.0,广州,2012/10/13,3
34028,52431,女,27.0,北京,2013/2/13,0
34029,27071,男,52.0,泽普县,2008/12/5,2
34030,13573,女,38.0,海口,2012/5/1,0
34031,51106,男,31.0,北京,2011/11/14,0
34032,30921,男,42.0,北京,2009/2/21,3
34033,38881,女,39.0,上海,2008/4/9,3
34034,46032,男,42.0,茂名,2006/12/3,2
34035,8352,男,40.0,东营,2011/3/31,0
34036,18773,男,49.0,郑州,2006/3/23,2
34037,42647,女,48.0,漳州,2012/7/18,1
34038,8587,男,52.0,长春,2007/1/20,1
34039,38600,男,42.0,北京,2007/12/1,2
34040,50501,女,31.0,北京,2011/6/8,0
34041,14202,男,40.0,贵阳,2012/5/1,1
34042,54068,女,71.0,CHENGDU,2011/3/10,3
34043,20404,男,64.0,深圳,2005/9/1,2
34044,39476,女,42.0,吴县,2009/1/5,2
34045,27395,女,30.0,广州,2012/1/25,0
34046,46845,男,34.0,北京,2012/7/24,3
34047,5490,男,35.0,.,2011/4/22,1
34048,57018,男,37.0,杭州,2007/12/24,2
34049,52965,男,57.0,青岛市,2011/12/15,0
34050,44989,男,46.0,乌鲁木齐市,2007/3/9,2
34051,62357,男,33.0,长沙,2012/4/10,0
34052,44061,女,44.0,库尔勒市,2012/8/5,0
34053,35301,男,53.0,库尔勒市,2011/1/19,0
34054,47791,男,48.0,长沙,2007/10/24,3
34055,51251,男,40.0,北京市,2012/3/19,1
34056,21361,男,57.0,南京,2011/8/10,0
34057,48856,男,35.0,广州,2008/11/6,2
34058,14497,女,41.0,广州,2011/5/25,0
34059,12354,男,61.0,长春,2009/3/13,1
34060,16836,女,32.0,沈阳,2010/11/18,3
34062,12892,男,40.0,深圳,2008/12/1,2
34063,25036,男,35.0,长春市,2012/8/5,1
34064,48925,男,49.0,上海,2010/11/3,0
34065,8196,女,48.0,大庆,2010/1/30,3
34066,3405,男,52.0,上海,2008/6/7,2
34067,21783,女,48.0,,2008/11/26,2
34068,50038,男,29.0,厦门,2011/7/16,1
34069,7949,男,39.0,.,2012/4/13,0
34070,5111,女,27.0,广州,2011/2/5,1
34071,46370,男,56.0,佛山,2009/1/4,2
34072,37005,男,65.0,北京,2006/12/23,2
34073,1646,女,28.0,北京,2012/3/1,0
34074,18367,男,33.0,广州,2011/5/9,0
34075,18728,男,56.0,佛山,2006/2/22,2
34076,16963,女,37.0,北京,2011/2/5,0
34077,7399,男,38.0,乌鲁木齐,2013/3/24,0
34078,18752,男,55.0,北京,2006/2/16,2
34079,49728,女,33.0,广州,2010/6/24,0
34080,20129,女,52.0,潍坊,2004/11/16,2
34081,1523,男,45.0,北京,2011/6/27,0
34082,53538,女,52.0,上海,2005/12/12,2
34083,34917,男,41.0,北京,2012/9/12,0
34084,41890,男,30.0,广州,2011/12/9,0
34085,9450,男,35.0,东莞,2013/2/18,0
34086,37039,男,54.0,上海,2007/2/10,2
34087,37497,男,35.0,厦门,2010/10/26,1
34088,19572,男,40.0,上海,2010/7/30,3
34089,8172,男,40.0,哈尔滨,2012/9/18,0
34090,11503,男,64.0,,2007/11/1,2
34091,55505,男,38.0,深圳,2010/8/27,1
34092,24746,男,45.0,北京,2012/6/18,0
34093,37036,男,38.0,广州,2007/2/7,1
34094,3988,男,36.0,北京,2009/6/19,1
34095,47281,男,43.0,深圳,2005/6/20,2
34096,38644,男,43.0,济南,2007/10/30,1
34097,45479,男,28.0,广州,2012/11/2,0
34098,53929,男,38.0,哈尔滨,2008/7/16,2
34099,14987,男,74.0,北京,2011/12/24,0
34100,20597,男,50.0,KOREA,2007/6/9,2
34101,14062,男,43.0,Hong Kong,2011/1/29,1
34102,17356,男,53.0,上海,2009/10/17,0
34103,25991,男,47.0,沈阳,2010/12/23,3
34104,49275,男,55.0,深圳,2009/7/21,2
34105,59188,男,43.0,北京,2011/2/20,0
34106,59975,女,36.0,广州,2012/9/6,0
34107,5507,女,40.0,大连,2011/12/10,1
34108,5961,男,54.0,九江,2012/5/5,0
34109,1700,男,33.0,温州,2012/5/14,0
34110,17909,男,54.0,长春,2008/8/13,3
34111,35168,女,41.0,北京,2009/6/24,1
34112,50582,女,37.0,大连,2012/2/16,0
34113,29882,男,54.0,绵阳,2008/1/25,2
34114,54895,男,40.0,深圳,2006/8/29,1
34115,5933,男,47.0,上海市,2012/2/10,0
34116,15610,男,34.0,北京,2012/5/12,1
34117,58218,女,30.0,广州,2009/9/13,0
34118,21857,男,52.0,HCM CITY,2011/3/5,1
34119,29092,男,34.0,广州,2005/1/26,2
34120,48067,男,62.0,安顺,2008/3/5,2
34121,28610,男,34.0,南京,2011/10/9,0
34122,29996,女,34.0,北京,2008/1/22,3
34123,39764,女,44.0,广州市,2008/11/3,2
34124,50095,男,36.0,杭州,2011/1/29,0
34125,59723,男,52.0,海口,2011/12/17,3
34126,46723,女,40.0,杭州,2012/2/11,0
34127,31458,女,33.0,深圳,2010/3/10,0
34128,59917,男,37.0,北京,2011/9/14,0
34129,50723,女,41.0,长春,2011/7/30,0
34130,24601,女,47.0,哈尔滨,2012/6/21,0
34131,36743,女,51.0,西宁,2006/6/28,2
34132,5761,男,28.0,上海,2011/9/17,0
34133,58429,男,35.0,广州,2009/12/24,0
34134,48122,男,41.0,深圳,2008/3/29,1
34135,1688,女,36.0,广州,2012/4/23,0
34136,9998,女,59.0,,2007/1/31,1
34137,51931,女,31.0,天津,2012/8/3,0
34138,40349,男,19.0,上海,2010/4/20,0
34139,36905,男,37.0,玉林,2006/11/4,2
34140,56785,男,52.0,广州,2007/8/14,1
34141,52159,男,38.0,北京市,2013/3/16,0
34142,57695,女,,郑州,2008/9/27,2
34143,55450,男,32.0,北京,2009/11/25,3
34144,46874,男,42.0,北京,2012/8/23,0
34145,54393,男,31.0,广州,2011/12/20,0
34146,23123,男,33.0,无锡,2011/3/29,0
34147,40010,男,41.0,广州,2009/2/21,2
34148,9898,男,45.0,北京,2006/11/8,2
34149,29472,男,44.0,武汉,2007/5/25,2
34152,57487,女,69.0,,2008/10/8,2
34153,51894,男,46.0,宁波,2012/8/19,0
34154,29368,女,38.0,广州,2005/11/11,1
34155,40867,男,35.0,上海,2010/11/8,0
34156,44858,男,37.0,昆明,2007/1/30,2
34157,9282,女,31.0,广州,2011/12/22,0
34158,39971,男,62.0,东莞,2009/8/31,0
34159,50630,女,41.0,广州,2012/4/20,0
34160,51422,女,30.0,杭州,2012/3/31,0
34161,57282,男,42.0,常州,2008/5/23,1
34162,36348,男,36.0,广州,2012/3/13,0
34163,1910,男,35.0,烟台,2013/1/12,1
34164,10438,男,31.0,北京,2010/11/10,0
34165,15384,女,34.0,乌鲁木齐,2012/5/8,1
34166,55682,男,35.0,大连,2011/5/1,0
34167,25604,女,31.0,上海,2013/3/20,0
34168,9939,男,47.0,广州,2006/12/10,2
34169,10597,男,32.0,肇庆,2011/11/5,0
34170,36125,女,41.0,郑州　,2010/12/6,0
34171,443,女,37.0,北京,2012/10/23,0
34172,29458,男,38.0,NIEUWERKERK ALD IJSEEL,2007/7/31,1
34173,16945,男,61.0,呼和浩特,2012/2/11,0
34174,31250,男,39.0,西安,2010/7/6,0
34175,51001,女,37.0,北京,2012/5/15,0
34176,27785,男,53.0,厦门,2006/6/11,2
34177,24023,女,46.0,AUCKLAND,2011/4/29,0
34178,22022,男,50.0,,2010/7/22,0
34179,49569,男,47.0,增城,2010/1/30,0
34180,32619,男,47.0,长春,2011/8/25,0
34181,41466,男,38.0,青岛,2011/11/24,1
34182,16618,男,29.0,广州,2013/1/26,0
34183,12308,男,39.0,北京,2008/7/13,2
34184,26380,女,39.0,jp,2010/4/18,1
34185,48188,男,43.0,厦门,2008/9/16,2
34186,51386,男,44.0,武汉,2012/5/31,0
34187,43689,男,47.0,沈阳,2010/8/18,1
34188,15024,男,40.0,佛山,2011/10/23,1
34189,31643,男,41.0,花都,2010/7/22,0
34190,50461,男,54.0,梧州,2011/12/13,0
34191,35958,男,47.0,乌鲁木齐市,2008/2/8,2
34192,21228,男,32.0,北京,2008/12/12,2
34193,49678,女,60.0,SUNGAIPATANI,2010/6/5,1
34194,23301,男,35.0,上海,2011/5/28,3
34195,56870,女,35.0,常熟,2008/1/31,1
34196,14001,女,39.0,贵阳,2011/6/3,1
34197,32528,女,49.0,,2012/2/11,1
34198,3749,男,48.0,深圳,2009/3/27,1
34199,49002,男,48.0,大连,2009/4/8,2
34200,6620,男,31.0,广州,2012/5/30,0
34201,17012,女,37.0,沈阳,2012/4/26,0
34202,20737,男,55.0,广州,2007/7/28,2
34203,32315,女,36.0,北京,2011/6/13,0
34204,15615,男,41.0,北京,2012/6/8,1
34205,12751,男,47.0,拉萨,2010/3/2,0
34206,27709,男,,汕头,2006/4/18,2
34207,45009,女,42.0,北京,2007/10/24,2
34208,11580,男,49.0,大庆,2007/6/20,2
34209,7843,男,38.0,沈阳市,2011/7/18,0
34210,14294,男,41.0,上海,2011/4/28,0
34211,46246,男,32.0,上海,2007/5/20,2
34212,13349,男,42.0,广州,2009/11/30,0
34213,976,女,43.0,长沙,2006/12/1,2
34214,22777,男,31.0,武汉市,2010/9/24,1
34215,44440,男,41.0,廊坊,2011/3/7,0
34216,24450,男,40.0,上海,2012/3/9,1
34217,46285,男,50.0,,2007/6/21,2
34218,33038,男,46.0,香港,2011/11/20,0
34219,53011,女,47.0,北京,2012/7/17,0
34220,57914,女,53.0,喀什,2009/3/29,1
34221,16488,女,40.0,北京,2013/3/12,0
34222,30200,男,48.0,广州,2008/4/13,2
34223,46571,男,34.0,杭州,2011/3/23,1
34224,19915,男,36.0,广州,2012/8/21,1
34225,38882,女,55.0,广州,2007/2/8,2
34226,24985,男,27.0,晋江市,2012/9/12,1
34227,41197,女,40.0,贵阳,2012/8/1,1
34228,19318,男,46.0,　,2007/4/26,2
34229,46882,女,28.0,花都,2012/9/1,0
34230,6651,男,56.0,北京,2012/7/3,0
34231,44491,男,29.0,.,2011/7/14,0
34232,6354,男,45.0,克拉玛依,2012/6/2,0
34233,55115,男,42.0,郑州,2007/2/15,2
34234,7204,男,31.0,上海,2013/2/4,0
34235,18681,男,59.0,上海,2005/12/23,2
34236,9491,女,47.0,珠海,2005/11/15,2
34237,11043,男,44.0,上海市,2005/2/8,2
34238,42629,男,33.0,中山,2012/4/13,0
34239,30597,女,53.0,广州,2009/1/14,1
34240,34467,男,51.0,Pocheon-si,2013/3/7,0
34241,37849,男,42.0,东莞,2012/11/15,0
34242,26880,男,54.0,大庆,2007/6/22,2
34243,60310,男,28.0,广州,2012/9/13,1
34244,51484,男,37.0,沈阳,2012/7/14,0
34245,8526,男,42.0,沈阳市,2006/6/5,2
34246,8907,女,39.0,乌鲁木齐市,2007/8/14,2
34247,26082,男,47.0,深圳市,2011/10/16,0
34248,45526,男,36.0,广州,2013/2/18,0
34249,2225,男,48.0,广州,2005/6/30,2
34250,9211,男,39.0,东莞,2011/6/14,0
34251,10836,男,38.0,沈阳,2012/11/17,0
34252,27910,男,43.0,BKK,2006/6/25,2
34253,29651,男,37.0,泉州,2007/7/21,2
34254,4328,男,43.0,武汉市,2010/1/1,3
34255,21097,男,37.0,北京,2008/2/14,2
34256,21555,男,52.0,青岛,2009/1/8,2
34257,14670,男,,澄海,2011/9/26,0
34258,44911,女,58.0,上海,2008/5/23,2
34259,11371,男,53.0,上海,2005/11/27,2
34260,1668,男,29.0,深圳,2012/3/23,0
34261,60604,男,36.0,上海,2012/6/30,0
34262,2477,男,41.0,北京,2007/6/3,2
34263,11753,男,39.0,北京,2007/10/11,1
34264,46216,男,37.0,北京,2007/3/22,2
34265,30758,男,42.0,广州,2009/2/14,2
34266,53231,女,52.0,哈尔滨,2011/11/19,0
34267,40037,男,45.0,昆明,2009/7/2,2
34268,18080,女,41.0,乌鲁木齐市,2007/9/3,2
34269,54556,男,44.0,大连,2013/3/2,0
34270,33730,女,31.0,北京,2012/7/18,0
34271,17386,男,51.0,佳木斯,2013/3/7,0
34272,52896,男,42.0,上海,2011/4/21,1
34273,9498,男,41.0,深圳,2005/12/7,2
34274,42997,女,33.0,辽源市,2012/12/1,1
34275,10442,男,31.0,长沙市,2010/10/26,0
34276,30382,男,45.0,北京,2008/7/10,2
34277,50795,男,47.0,深圳,2012/1/4,3
34278,10144,女,32.0,北京,2007/3/23,2
34279,41929,男,45.0,广州,2012/2/13,0
34280,24128,女,36.0,重庆,2012/1/15,0
34281,57042,男,46.0,广州,2008/1/28,2
34282,52617,女,43.0,沈阳,2009/6/29,2
34283,2376,男,40.0,广州,2005/10/29,2
34284,57627,男,46.0,武汉,2009/1/13,2
34285,32107,男,52.0,广州,2011/6/19,1
34286,13287,女,38.0,珠海,2009/11/5,0
34287,29917,女,52.0,海口,2008/1/2,2
34288,61245,男,37.0,Ogaki-shi,2012/12/14,0
34289,45586,女,47.0,深圳,2005/12/25,2
34290,5623,男,32.0,上海,2011/8/2,1
34291,7416,男,38.0,佛山,2013/3/1,0
34292,51842,女,53.0,新密,2012/12/30,0
34293,9959,女,57.0,广州,2006/12/18,2
34294,59098,男,38.0,广州,2011/1/16,0
34295,16418,男,34.0,大连,2013/2/3,0
34296,23246,男,40.0,北京,2011/8/24,0
34297,3778,男,47.0,上海,2009/8/26,0
34298,38685,男,39.0,伊宁,2007/10/6,2
34299,25153,男,41.0,广州,2012/12/1,0
34300,24478,男,35.0,广州,2012/4/12,0
34301,37570,女,29.0,长沙,2011/8/4,1
34302,23570,女,29.0,北京,2012/9/26,0
34303,52640,男,51.0,长春,2010/6/13,0
34304,45453,男,38.0,广州,2012/8/28,0
34305,53480,男,39.0,沈阳,2011/9/28,0
34306,53752,女,35.0,长春,2007/8/5,2
34307,1166,男,37.0,珠海,2007/5/26,2
34308,35984,男,59.0,,2005/12/8,2
34309,42111,男,40.0,深圳,2011/11/18,0
34310,33243,男,51.0,北京市,2012/4/26,0
34311,6834,女,23.0,佛山,2012/8/19,1
34312,13452,男,33.0,北京,2010/2/12,3
34313,29773,男,39.0,深圳,2007/10/5,2
34314,59106,男,37.0,武汉市,2011/7/17,0
34315,6495,男,34.0,武汉,2012/8/9,0
34316,58223,女,40.0,乌鲁木齐,2010/9/23,1
34317,25113,男,54.0,珠海,2012/8/28,0
34318,10909,女,42.0,青岛,2013/1/10,0
34319,23166,男,38.0,广州,2011/1/17,0
34320,19113,男,43.0,北京,2006/11/27,2
34321,10913,男,41.0,上海,2011/7/21,0
34322,7403,男,28.0,北京,2013/2/14,0
34323,59912,男,41.0,北京,2011/12/16,0
34324,53769,女,37.0,鞍山,2008/12/18,2
34325,39568,女,31.0,深圳,2008/9/19,2
34326,43480,男,44.0,成都,2013/3/29,0
34327,46800,男,32.0,北京,2012/5/13,0
34328,51019,男,32.0,上海,2012/1/25,0
34329,4356,女,33.0,北京,2009/12/1,3
34330,14073,男,47.0,广州市,2011/1/17,0
34331,146,男,50.0,沈阳,2010/12/20,1
34332,13193,女,31.0,天津,2010/1/11,0
34333,16163,女,42.0,北京,2012/10/20,0
34334,38234,男,39.0,北京,2005/8/4,2
34335,2626,男,33.0,上海,2008/3/7,2
34336,57258,男,,北京,2008/5/12,2
34337,18821,男,52.0,上海,2006/5/1,2
34338,13447,女,38.0,长沙,2009/12/17,0
34339,51780,男,57.0,廊坊市,2012/8/7,1
34340,19798,男,32.0,广州,2012/2/14,0
34341,59869,男,46.0,,2011/10/18,3
34342,3787,女,46.0,,2008/12/9,2
34343,45043,男,60.0,,2011/2/17,0
34344,1341,男,40.0,武汉,2009/11/3,0
34345,36736,男,47.0,.,2006/6/18,3
34346,37676,男,39.0,嘉兴,2012/2/15,0
34347,15981,男,44.0,江阴,2012/10/6,0
34348,21972,男,50.0,贵阳,2010/10/28,0
34349,45924,男,32.0,广州市,2006/10/30,2
34350,40823,男,53.0,番禺,2010/8/5,0
34351,39913,女,38.0,深圳市,2008/12/25,2
34352,15581,女,29.0,北京,2012/5/31,3
34353,34365,男,49.0,北京,2013/3/29,0
34354,3843,男,61.0,苏州,2009/4/7,2
34355,43673,男,38.0,沈阳市,2009/7/18,2
34356,3085,女,37.0,北京,2008/3/15,2
34357,20298,男,58.0,深圳市,2005/5/20,1
34358,2864,男,30.0,广州,2007/12/23,2
34359,50846,女,35.0,乌鲁木齐,2012/4/28,1
34360,51959,男,60.0,SINGAPORE,2012/9/8,0
34361,16334,男,56.0,大连,2013/3/16,0
34362,11996,男,55.0,新会,2009/2/23,2
34363,4727,男,48.0,珠海,2010/9/16,1
34364,15189,男,32.0,哈尔滨,2012/1/3,1
34365,59426,男,39.0,上海,2012/5/13,0
34366,50986,男,53.0,东莞市,2012/8/9,1
34367,24532,女,23.0,乌鲁木齐,2012/9/5,0
34368,58945,女,29.0,广州,2010/12/2,0
34369,62579,男,57.0,长春,2006/8/30,2
34370,55179,男,54.0,"1-2-1 OHTEMACHI,CHIYODA-KU,",2007/3/11,3
34371,56196,男,68.0,,2005/4/3,2
34372,51227,男,30.0,,2012/1/16,0
34373,51338,男,41.0,福州,2012/3/27,0
34374,35998,男,65.0,上海,2009/1/23,2
34375,22177,男,61.0,HONGKONG,2009/9/10,3
34376,9172,男,28.0,,2011/2/8,0
34377,48868,男,34.0,广州,2010/5/21,1
34378,26984,男,40.0,苍南县,2006/8/12,1
34379,12628,男,51.0,武汉市,2010/12/1,0
34380,126,女,32.0,广州,2010/11/29,0
34381,13092,男,33.0,北京,2011/9/6,1
34382,32674,男,39.0,上海,2011/9/19,0
34383,61376,男,31.0,深圳,2013/2/16,0
34384,56727,男,43.0,上海,2007/11/5,1
34385,4276,男,46.0,北京市,2009/9/20,2
34386,53354,男,54.0,乌鲁木齐,2011/2/9,0
34387,39710,男,53.0,LOUGHBOROUGH,2008/11/29,2
34388,53982,男,59.0,和田市,2006/8/30,1
34389,54244,女,40.0,广州,2011/1/15,0
34390,32303,男,36.0,Pyeongtaek-si,2011/12/27,0
34391,23967,男,30.0,上海,2011/10/23,1
34392,37001,男,45.0,深圳,2006/12/28,2
34393,48684,男,37.0,深圳,2009/4/13,2
34394,1423,男,46.0,上海,2010/9/21,0
34395,16665,男,39.0,烟台,2009/7/1,0
34396,54764,男,36.0,上海,2006/2/1,2
34397,17492,男,35.0,北京,2011/1/26,3
34398,37846,男,49.0,,2012/11/13,1
34399,57585,男,53.0,东营,2012/4/16,1
34400,61874,男,47.0,长春,2011/3/20,0
34401,11313,男,39.0,上海,2005/10/7,2
34402,17985,男,40.0,HRB,2008/4/30,2
34403,38362,男,55.0,宁波,2007/5/18,1
34404,12180,男,64.0,大连,2009/11/14,0
34405,43744,女,30.0,Dongjak-gu,2011/2/18,0
34406,29893,女,38.0,北京,2008/1/16,2
34407,16011,女,25.0,郴州,2012/9/14,0
34408,29153,女,44.0,广州,2005/4/26,2
34409,31420,女,63.0,北京,2010/8/30,0
34410,36615,男,47.0,广州,2006/3/17,2
34411,6903,男,44.0,长春市,2012/10/26,3
34412,42131,女,31.0,北京,2012/1/4,0
34413,26002,男,54.0,沈阳,2012/2/23,1
34414,50535,女,32.0,深圳,2011/5/29,0
34415,62221,男,39.0,厦门,2010/5/13,0
34416,31473,男,35.0,深圳,2012/10/11,0
34417,9279,男,50.0,广州,2011/11/30,0
34418,52198,男,51.0,长春市,2012/11/30,0
34419,9987,男,53.0,上海,2007/2/6,3
34420,1332,男,44.0,北京,2009/9/14,3
34421,24203,男,44.0,广州,2012/1/19,0
34422,5565,女,46.0,HONG KONG,2011/8/5,0
34423,26652,男,46.0,长春,2006/8/5,2
34424,60274,男,43.0,上海,2012/1/14,0
34425,5458,男,42.0,西安,2011/9/8,1
34426,22870,男,46.0,城固,2011/9/10,0
34427,56185,男,51.0,深圳,2005/3/31,2
34428,36257,女,34.0,杭州,2011/8/11,0
34429,58535,女,60.0,ISLAMABAD,2011/11/7,3
34430,7925,男,42.0,沈阳市,2011/8/25,1
34431,14529,男,38.0,佛山,2011/7/29,0
34432,53236,男,61.0,COVINA,2009/6/30,2
34433,29222,男,50.0,,2005/6/22,2
34434,4547,男,38.0,深圳,2011/10/15,1
34435,38174,男,40.0,青岛,2005/5/16,2
34436,10039,男,39.0,广州,2007/3/1,2
34437,58287,男,38.0,长春,2009/11/12,0
34438,32392,女,46.0,广州,2011/5/15,0
34439,6483,男,39.0,深圳,2012/7/1,0
34440,37668,女,47.0,广州,2012/3/3,0
34441,11456,男,35.0,大连,2007/5/10,2
34442,1168,男,60.0,广州,2007/6/3,2
34443,49802,男,37.0,深圳市,2011/6/17,0
34444,50615,男,43.0,北京,2011/8/1,1
34445,61678,男,49.0,延吉市,2010/4/1,0
34446,6867,男,50.0,汕头,2012/9/6,3
34447,51928,男,54.0,潮阳,2012/9/6,3
34448,13965,男,39.0,大连,2010/9/16,0
34449,16806,男,48.0,合肥,2009/11/22,1
34450,15454,男,29.0,广州市,2012/4/20,0
34451,43866,男,60.0,Dong-gu,2011/6/22,0
34452,52211,男,44.0,KUALA LUMPUR,2013/3/14,3
34453,40333,女,34.0,广州,2009/10/24,0
34454,43602,男,36.0,广州市,2013/1/1,0
34455,58881,男,34.0,北京,2010/10/14,3
34456,34030,女,48.0,北京,2012/10/2,0
34457,51558,男,45.0,郑州,2012/6/12,0
34458,27054,男,36.0,乌鲁木齐,2008/5/18,2
34459,31581,男,34.0,上海,2010/8/17,0
34460,54789,男,44.0,北京,2006/6/18,2
34461,24408,男,45.0,苏州,2012/4/25,0
34462,47689,男,52.0,桂林,2008/1/3,2
34463,25315,男,37.0,衡阳,2012/9/27,1
34464,49255,女,33.0,西安,2010/3/19,1
34465,47739,男,56.0,顺德,2007/9/1,2
34466,52489,男,38.0,大连,2013/3/3,0
34467,7134,男,59.0,青岛,2012/12/11,0
34468,4094,女,35.0,广州,2009/3/21,2
34469,33625,男,28.0,北京,2012/5/24,1
34470,14077,男,60.0,广州,2011/3/10,0
34471,30866,男,42.0,上海,2008/11/5,2
34472,25852,男,51.0,Ulju-gun,2012/10/27,0
34473,13966,女,35.0,深圳,2010/12/14,1
34474,13434,男,34.0,乌鲁木齐,2010/9/19,1
34475,27161,男,38.0,中山,2010/11/25,0
34476,36244,男,34.0,北京,2011/7/9,0
34477,41364,男,38.0,北京,2011/6/30,3
34478,56094,男,48.0,广州市,2004/12/14,2
34479,37038,男,22.0,珠海,2007/2/10,2
34480,21346,女,40.0,广州,2008/6/8,2
34481,2293,女,41.0,北京,2005/8/28,2
34482,57775,男,40.0,上海市,2012/5/25,3
34483,60395,男,46.0,武汉,2012/7/7,0
34484,42182,男,40.0,武汉,2012/3/6,0
34485,56708,女,47.0,,2007/9/11,3
34486,22540,男,53.0,周口,2010/8/6,1
34487,60110,男,49.0,北京,2012/1/16,0
34488,56673,男,48.0,深圳,2007/9/28,3
34489,5755,男,38.0,郑州,2012/4/20,1
34490,20070,男,28.0,北京,2013/2/12,0
34491,4541,男,52.0,北京,2011/2/1,0
34492,46672,女,69.0,,2011/9/23,0
34493,27933,男,32.0,广州,2006/10/12,2
34494,8157,女,50.0,天津市,2012/1/26,3
34495,25420,男,37.0,上海,2013/2/7,1
34496,32942,男,39.0,广州,2011/10/25,1
34497,19280,女,42.0,广州,2007/3/25,2
34498,26557,女,39.0,长春,2006/1/25,2
34499,40129,男,79.0,北京,2010/1/4,3
34500,42675,男,36.0,北京,2012/7/22,0
34501,11641,男,40.0,上海,2007/7/11,2
34502,12083,女,53.0,郑州,2008/4/25,2
34503,35528,男,47.0,长春,2006/4/2,2
34504,31944,男,60.0,HAMAMATSU-SHI,2011/12/25,3
34505,216,男,42.0,湛江,2011/1/13,3
34506,25372,男,33.0,.,2012/12/30,0
34507,46042,男,46.0,柳州,2006/11/24,2
34508,34398,女,32.0,广州,2013/3/23,0
34509,2563,男,36.0,深圳,2007/6/28,2
34510,37965,女,30.0,广州,2013/3/10,0
34511,58376,男,41.0,长春,2009/12/28,0
34512,38978,男,46.0,诸暨,2008/1/24,2
34513,1685,男,42.0,北京,2012/4/18,0
34514,46839,男,43.0,广州,2012/7/5,0
34515,17258,女,32.0,汕头,2012/12/29,0
34516,1337,男,31.0,广州,2009/10/10,3
34517,37267,男,55.0,北京市,2007/11/8,2
34518,95,女,52.0,广州,2010/11/17,0
34519,42674,男,45.0,珠海,2012/6/26,0
34520,3858,男,44.0,石家庄,2009/5/29,1
34521,45101,女,37.0,广州市,2010/9/23,3
34522,15805,男,44.0,北京,2012/8/2,0
34523,46296,女,64.0,佛山,2007/7/20,2
34524,59296,男,34.0,广州,2011/7/15,1
34525,51540,男,34.0,广州,2012/5/7,0
34526,47592,女,47.0,杭州,2007/8/6,2
34527,37567,男,42.0,广州,2011/7/20,0
34528,15811,男,30.0,北京,2012/7/3,0
34529,1651,男,29.0,北京,2012/3/3,3
34530,38947,男,60.0,北京,2008/1/4,1
34531,14614,男,30.0,青岛,2011/10/30,1
34532,60560,男,39.0,嘉兴,2012/7/17,0
34533,51978,女,67.0,广州,2012/9/10,1
34534,23480,男,29.0,北京,2011/7/19,0
34535,60835,女,25.0,,2012/7/4,1
34536,36051,男,38.0,大连,2010/8/8,0
34537,8780,男,41.0,哈尔滨,2008/11/17,2
34538,39761,男,53.0,SEOUL,2010/10/3,0
34539,39668,男,44.0,海口,2008/11/19,2
34540,5001,男,39.0,昆明,2011/8/26,0
34541,43504,男,41.0,上海,2013/3/7,0
34542,37122,男,33.0,西安,2007/3/31,2
34543,21870,男,32.0,东莞市,2011/4/11,0
34544,46578,男,38.0,上海,2011/4/18,0
34545,59609,男,29.0,Gwangju-si,2011/8/24,0
34546,61091,女,45.0,库尔勒,2012/11/29,0
34547,24054,男,28.0,深圳,2011/12/26,0
34548,24667,男,48.0,桂林,2012/6/21,1
34550,5700,男,33.0,长春,2011/8/10,1
34551,29448,男,49.0,北京,2007/4/7,2
34552,56238,男,45.0,,2005/4/27,2
34553,61265,女,36.0,伊宁,2012/12/13,0
34554,51344,男,35.0,北京,2012/7/6,1
34555,13703,男,49.0,TBILISI,2010/8/1,0
34556,46019,男,68.0,上海,2006/12/24,3
34557,53116,女,47.0,本溪,2012/11/23,0
34558,24612,男,29.0,丽水,2012/7/29,0
34559,41003,男,42.0,贵阳,2011/9/4,0
34560,4282,女,47.0,,2009/9/5,0
34561,29542,女,62.0,贵阳,2007/7/15,2
34562,21135,男,,,2009/8/21,0
34563,7685,男,36.0,长春,2010/4/14,1
34564,22725,男,55.0,义乌,2011/9/29,1
34565,62192,男,30.0,北京市,2012/7/9,0
34566,10001,女,33.0,北京,2007/1/30,2
34567,58599,男,74.0,东京,2010/3/7,1
34568,47754,女,43.0,北京,2007/11/11,1
